"id";"ALUMNOS";"ESPANOL";"MATEMATICAS";"INGLES";"CIENCIAS_NATURALES";"HISTORIA";"EDUCACION_FISICA";"ARTES";"TECNOLOGIA";"NUM_FALTAS";"PARTICIPACIONES";"RENDIMIENTO"
1540;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1541;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1542;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1543;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1544;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1545;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1546;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1547;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1548;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1549;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1550;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1551;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1552;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1553;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1554;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1555;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1556;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1557;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1558;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1559;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1560;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1561;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1562;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1563;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1564;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1565;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1566;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1567;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1568;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1569;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1570;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1571;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1572;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1573;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1574;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1575;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1576;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1577;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1578;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1579;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1580;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1581;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1582;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1583;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1584;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1585;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1586;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1587;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1588;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1589;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1590;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1591;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1592;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1593;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1594;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1595;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1596;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1597;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1598;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1599;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1600;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1601;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1602;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1603;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1604;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1605;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1606;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1607;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1608;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1609;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1610;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1611;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1612;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1613;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1614;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1615;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1616;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1617;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1618;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1619;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1620;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1621;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1622;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1623;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1624;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1625;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1626;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1627;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1628;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1629;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1630;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1631;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1632;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1633;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
